field_id,label,component,binding,description,input_type,prerequisites,requirement,allowed_values,validation,default,disabled,transformation,storage_mapping,source_id,source_path,line
FRM-029-C011,Filter Geofence,input,geofenceFilter,Source control for Filter Geofence; interpret in the business definitions and its enclosing section.,text,conditional branch: isRegisterLoading,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(event) => {
                      setGeofenceFilter(event.target.value);
                      resetToFirstPage();
                    }",UI binding shown; persisted path must be verified against payload builder,FS-164,ireps-web/src/pages/operations/TargetedBatchesPage.jsx,1306
FRM-029-C012,Filter Created By,input,createdByFilter,Source control for Filter Created By; interpret in the business definitions and its enclosing section.,text,conditional branch: isRegisterLoading,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(event) => {
                      setCreatedByFilter(event.target.value);
                      resetToFirstPage();
                    }",UI binding shown; persisted path must be verified against payload builder,FS-164,ireps-web/src/pages/operations/TargetedBatchesPage.jsx,1319
FRM-029-C013,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,checkbox,conditional branch: isRegisterLoading,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,() => ticked.toggle(upload.id),UI binding shown; persisted path must be verified against payload builder,FS-164,ireps-web/src/pages/operations/TargetedBatchesPage.jsx,1356
FRM-029-C014,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,checkbox,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,event => setShowAll(event.target.checked),UI binding shown; persisted path must be verified against payload builder,FS-163,ireps-web/src/pages/operations/TargetedBatchAllocationMapPage.jsx,296
FRM-029-C015,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,file,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,handleFileChange,UI binding shown; persisted path must be verified against payload builder,FS-169,ireps-web/src/pages/operations/targeted-batches/TargetedBatchUploadModal.jsx,126
FRM-029-C016,For example: allocated to the wrong team,textarea,reason,Source control for For example: allocated to the wrong team; interpret in the business definitions and its enclosing section.,textarea,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,isUnallocating,(event) => setReason(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-168,ireps-web/src/pages/operations/targeted-batches/TargetedBatchUnallocateModal.jsx,133
FRM-029-C017,targetId,select,targetId,Responsibility for the batch.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(event) => {
              const selected = targetOptions.find(
                (target) => target.id === event.target.value,
              );
              onSelectTarget(selected || null);
            }",UI binding shown; persisted path must be verified against payload builder,FS-171,ireps-web/src/pages/operations/targeted-batches/allocation/TargetedBatchAllocationTargetPanel.jsx,107
FRM-029-C018,pageSize,select,pageSize,Source control for pageSize; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,event => { setPageSize(Number(event.target.value)); setPage(1); },UI binding shown; persisted path must be verified against payload builder,FS-172,ireps-web/src/pages/operations/targeted-batches/draft/TargetedBatchDraftTable.jsx,19
FRM-029-C019,"For example: batched by mistake, the meter belongs to next month's work",textarea,reasonText,"Source control for For example: batched by mistake, the meter belongs to next month's work; interpret in the business definitions and its enclosing section.",textarea,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onReasonChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-174,ireps-web/src/pages/operations/targeted-batches/rows/TargetedBatchTakeOutWindows.jsx,70
FRM-029-C020,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,checkbox,conditional branch: salesRows.length > 0; conditional branch: viewMode === VIEW_MODES.PLANNING,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => setShowNormal(event.target.checked),UI binding shown; persisted path must be verified against payload builder,FS-180,ireps-web/src/pages/sales/NonGpsBatchPlanningPage.jsx,459
FRM-029-C021,groupName,input,groupName,Source control for groupName; interpret in the business definitions and its enclosing section.,radio,"conditional branch: isOpen && position && typeof document !== ""undefined""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,() => setChoice(String(value)),UI binding shown; persisted path must be verified against payload builder,FS-181,ireps-web/src/pages/sales/components/NonGpsQuickSelect.jsx,131
FRM-029-C022,groupName,input,groupName,Source control for groupName; interpret in the business definitions and its enclosing section.,radio,"conditional branch: isOpen && position && typeof document !== ""undefined""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"() => {
                        setChoice(OTHER);
                        otherInputRef.current?.focus();
                      }",UI binding shown; persisted path must be verified against payload builder,FS-181,ireps-web/src/pages/sales/components/NonGpsQuickSelect.jsx,144
FRM-029-C023,otherText,input,otherText,Source control for otherText; interpret in the business definitions and its enclosing section.,text,"conditional branch: isOpen && position && typeof document !== ""undefined""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(event) => {
                      setOtherText(event.target.value);
                      setChoice(OTHER);
                    }",UI binding shown; persisted path must be verified against payload builder,FS-181,ireps-web/src/pages/sales/components/NonGpsQuickSelect.jsx,156
FRM-029-C024,placeholder,input,value,Source control for placeholder; interpret in the business definitions and its enclosing section.,type,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,85
FRM-029-C025,value,select,value,Source control for value; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,100
FRM-029-C026,"batchableTargets.length === 0
          ? ""No batchable Sales meters are available on this street""
          : partiallySelected
            ? `${selectedCount} of ${batchableTargets.length} batchable Sales meters selected — select the remaining meters`
            : allSelected
              ? ""Deselect all batchable Sales meters on this street""
              : ""Select all batchable Sales meters on this street""",input,,Responsibility for the batch.,checkbox,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,batchableTargets.length === 0,() => onToggleStreet?.(street),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,166
FRM-029-C027,pageSize,select,pageSize,Source control for pageSize; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onPageSizeChange(Number(event.target.value)),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,210
FRM-029-C028,filters.town,SelectColumnFilter,filters.town,Source control for filters.town; interpret in the business definitions and its enclosing section.,SelectColumnFilter,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,townOptions,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => onFilterChange(""town"", value)",UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,368
FRM-029-C029,Search Town / Area,input,searchText,Source control for Search Town / Area; interpret in the business definitions and its enclosing section.,search,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => handleTownSearchChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,721
FRM-029-C030,Search street,input,searchText,Source control for Search street; interpret in the business definitions and its enclosing section.,search,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => handleStreetSearchChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-182,ireps-web/src/pages/sales/components/NonGpsStreetPlanning.jsx,825
FRM-029-C031,"Meter, sales-all-meters ID, account, customer or town",input,rowSearch,"Source control for Meter, sales-all-meters ID, account, customer or town; interpret in the business definitions and its enclosing section.",input,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onRowSearchChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-170,ireps-web/src/pages/operations/targeted-batches/allocation/TargetedBatchAllocationRowsPanel.jsx,145
FRM-029-C032,pageSize,select,pageSize,Source control for pageSize; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onPageSizeChange(event.target.value),UI binding shown; persisted path must be verified against payload builder,FS-170,ireps-web/src/pages/operations/targeted-batches/allocation/TargetedBatchAllocationRowsPanel.jsx,155
FRM-029-C033,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,checkbox,conditional branch: filteredRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,onToggleAllVisibleRows,UI binding shown; persisted path must be verified against payload builder,FS-170,ireps-web/src/pages/operations/targeted-batches/allocation/TargetedBatchAllocationRowsPanel.jsx,178
FRM-029-C034,input,input,,Source control for input; interpret in the business definitions and its enclosing section.,checkbox,conditional branch: filteredRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,!selectable,() => onToggleRow(row._rowKey),UI binding shown; persisted path must be verified against payload builder,FS-170,ireps-web/src/pages/operations/targeted-batches/allocation/TargetedBatchAllocationRowsPanel.jsx,211
FRM-029-C035,pageSize,select,pageSize,Source control for pageSize; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onPageSizeChange(Number(event.target.value)),UI binding shown; persisted path must be verified against payload builder,FS-173,ireps-web/src/pages/operations/targeted-batches/rows/TargetedBatchRowsTable.jsx,56
FRM-029-C036,"takeOut.blockedReason(row) || ""Take this meter out of the batch""",input,,"Source control for takeOut.blockedReason(row) || ""Take this meter out of the batch""; interpret in the business definitions and its enclosing section.",checkbox,conditional branch: rows.length === 0; conditional branch: takeOut,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,Boolean(takeOut.blockedReason(row)),() => takeOut.onToggle(row.rowKey),UI binding shown; persisted path must be verified against payload builder,FS-173,ireps-web/src/pages/operations/targeted-batches/rows/TargetedBatchRowsTable.jsx,158
