field_id,label,component,binding,description,input_type,prerequisites,requirement,allowed_values,validation,default,disabled,transformation,storage_mapping,source_id,source_path,line
FRM-031-C011,premiseFilters.meters,FilterInput,premiseFilters.meters,Source control for premiseFilters.meters; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_PREMISES; conditional branch: visiblePremiseRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setPremiseFilters((prev) => ({
                            ...prev,
                            meters: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1248
FRM-031-C012,premiseFilters.createdBy,FilterInput,premiseFilters.createdBy,Source control for premiseFilters.createdBy; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_PREMISES; conditional branch: visiblePremiseRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setPremiseFilters((prev) => ({
                            ...prev,
                            createdBy: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1270
FRM-031-C013,meterFilters.meterNo,FilterInput,meterFilters.meterNo,Source control for meterFilters.meterNo; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            meterNo: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1373
FRM-031-C014,meterFilters.premiseAddress,FilterInput,meterFilters.premiseAddress,Source control for meterFilters.premiseAddress; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            premiseAddress: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1384
FRM-031-C015,meterFilters.erfNo,FilterInput,meterFilters.erfNo,Source control for meterFilters.erfNo; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({ ...prev, erfNo: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1395
FRM-031-C016,meterFilters.meterType,SelectFilter,meterFilters.meterType,Source control for meterFilters.meterType; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,meterFilterOptions.meterType,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            meterType: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1403
FRM-031-C017,meterFilters.meterKind,SelectFilter,meterFilters.meterKind,Source control for meterFilters.meterKind; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,meterFilterOptions.meterKind,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            meterKind: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1415
FRM-031-C018,meterFilters.meterPhase,SelectFilter,meterFilters.meterPhase,Source control for meterFilters.meterPhase; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,meterFilterOptions.meterPhase,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            meterPhase: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1427
FRM-031-C019,meterFilters.status,SelectFilter,meterFilters.status,Source control for meterFilters.status; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,meterFilterOptions.status,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            status: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1439
FRM-031-C020,meterFilters.createdBy,FilterInput,meterFilters.createdBy,Source control for meterFilters.createdBy; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_METERS; conditional branch: visibleMeterRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setMeterFilters((prev) => ({
                            ...prev,
                            createdBy: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1451
FRM-031-C021,trnFilters.trnType,SelectFilter,trnFilters.trnType,Source control for trnFilters.trnType; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.trnType,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({ ...prev, trnType: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1562
FRM-031-C022,trnFilters.workflow,SelectFilter,trnFilters.workflow,Source control for trnFilters.workflow; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.workflow,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({
                            ...prev,
                            workflow: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1572
FRM-031-C023,trnFilters.outcome,SelectFilter,trnFilters.outcome,Source control for trnFilters.outcome; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.outcome,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({ ...prev, outcome: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1585
FRM-031-C024,trnFilters.access,SelectFilter,trnFilters.access,Source control for trnFilters.access; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.access,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({ ...prev, access: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1595
FRM-031-C025,trnFilters.erfNo,SelectFilter,trnFilters.erfNo,Source control for trnFilters.erfNo; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.erfNo,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({ ...prev, erfNo: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1605
FRM-031-C026,trnFilters.premiseId,FilterInput,trnFilters.premiseId,Source control for trnFilters.premiseId; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({
                            ...prev,
                            premiseId: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1615
FRM-031-C027,trnFilters.meterNo,FilterInput,trnFilters.meterNo,Source control for trnFilters.meterNo; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({ ...prev, meterNo: value }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1626
FRM-031-C028,trnFilters.executor,SelectFilter,trnFilters.executor,Source control for trnFilters.executor; interpret in the business definitions and its enclosing section.,SelectFilter,conditional branch: activeTab === TAB_TRNS; conditional branch: visibleTrnRows.length === 0,Not established by control prop alone,trnFilterOptions.executor,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          setTrnFilters((prev) => ({
                            ...prev,
                            executor: value,
                          }))",UI binding shown; persisted path must be verified against payload builder,FS-161,ireps-web/src/pages/operations/MdBgoRowsPage.jsx,1634
