field_id,label,component,binding,description,input_type,prerequisites,requirement,allowed_values,validation,default,disabled,transformation,storage_mapping,source_id,source_path,line
FRM-013-C024,TYPE,FormSelect,ast.astData.meter.type,Source control for TYPE; interpret in the business definitions and its enclosing section.,FormSelect,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,"getFormOptions(""meter_types"")",Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,"(nextValue) => {
            if (isDiscovery && nextValue === ""conventional"") {
              setFieldValue(
                ""ast.astData.meter.remainingCredit"",
                """",
                false,
              );
              setFieldValue(
                ""ast.astData.meter.remainingCreditComment"",
                """",
                false,
              );
              setFieldValue(
                ""ast.astData.meter.remainingCreditCommentOther"",
                """",
                false,
              );
              setFieldValue(
                ""media"",
                removeRemainingCreditPhoto(values?.media || []),
                false,
              );
            }
          }",UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,54
FRM-013-C025,Manufacture,FormSelect,ast.astData.astManufacturer,Source control for Manufacture; interpret in the business definitions and its enclosing section.,FormSelect,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,"getOptions(""water_manufacturers"")",Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,86
FRM-013-C026,Model Name,FormInput,ast.astData.astName,Source control for Model Name; interpret in the business definitions and its enclosing section.,FormInput,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,92
FRM-013-C027,Token Reading,FormInput,ast.tokenReading,Source control for Token Reading; interpret in the business definitions and its enclosing section.,numeric,"conditional branch: values?.ast?.astData?.meter?.type === ""prepaid""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,102
FRM-013-C028,Meter Reading,FormInput,ast.meterReading,Source control for Meter Reading; interpret in the business definitions and its enclosing section.,numeric,"conditional branch: values?.ast?.astData?.meter?.type === ""prepaid""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,120
FRM-013-C029,METER STATUS,FormSelect,status.state,Source control for METER STATUS; interpret in the business definitions and its enclosing section.,FormSelect,isDiscovery,Not established by control prop alone,"getOptions(""meter_statuses"")",Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,152
FRM-013-C030,METER GPS LOCATION,SovereignLocationPicker,ast.location.gps,Source control for METER GPS LOCATION; interpret in the business definitions and its enclosing section.,SovereignLocationPicker,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-039,ireps-mobile/components/forms/WaterSections.js,179
FRM-013-C031,Remaining Credit,FormInput,RC_NAME,Source control for Remaining Credit; interpret in the business definitions and its enclosing section.,"Platform.OS === ""ios"" ? ""numbers-and-punctuation"" : ""numeric""",No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,handleCreditChange,UI binding shown; persisted path must be verified against payload builder,FS-038,ireps-mobile/components/forms/RemainingCreditSection.js,61
FRM-013-C032,Reason Remaining Credit Could Not Be Captured,FormSelect,RCC_NAME,Source control for Reason Remaining Credit Could Not Be Captured; interpret in the business definitions and its enclosing section.,FormSelect,conditional branch: !hasCredit,Not established by control prop alone,"getOptions(""remaining_credit_comment_reasons"")",Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,"(nextValue) => {
              if (nextValue !== ""Other"") {
                setFieldValue(RCC_OTHER_NAME, """", false);
              }
            }",UI binding shown; persisted path must be verified against payload builder,FS-038,ireps-mobile/components/forms/RemainingCreditSection.js,75
FRM-013-C033,Specify Other Reason,FormInput,RCC_OTHER_NAME,Source control for Specify Other Reason; interpret in the business definitions and its enclosing section.,FormInput,conditional branch: !hasCredit; isOtherReason,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-038,ireps-mobile/components/forms/RemainingCreditSection.js,88
FRM-013-C034,Add a general field comment...,TextInput,commentValue,Source control for Add a general field comment...; interpret in the business definitions and its enclosing section.,TextInput,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,!disabled,"(nextValue) => setFieldValue(commentName, nextValue)",UI binding shown; persisted path must be verified against payload builder,FS-036,ireps-mobile/components/forms/IrepsFieldCommentSection.js,690
FRM-013-C035,METER NUMBER,FormInputMeterNo,ast.astData.astNo,Identity of the newly installed physical meter.,FormInputMeterNo,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,disabled,Handled by parent/shared component,UI binding shown; persisted path must be verified against payload builder,FS-043,ireps-mobile/src/features/meters/WaterMeterEntry.js,59
