field_id,label,component,binding,description,input_type,prerequisites,requirement,allowed_values,validation,default,disabled,transformation,storage_mapping,source_id,source_path,line
FRM-032-C011,"draftFilter.endDate || """"",input,"draftFilter.endDate || """"","Source control for draftFilter.endDate || """"; interpret in the business definitions and its enclosing section.",date,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(event) => updateDate(""endDate"", event.target.value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,2333
FRM-032-C012,effectiveSelectedWardPcode,select,effectiveSelectedWardPcode,Source control for effectiveSelectedWardPcode; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,wardsLoading || wardRows.length === 0,handleWardChange,UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3153
FRM-032-C013,Meter no,FilterInput,filters.meterNo,Source control for Meter no; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""meterNo"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3273
FRM-032-C014,Days / hrs / min,FilterInput,filters.sincePreviousReading,Source control for Days / hrs / min; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""sincePreviousReading"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3300
FRM-032-C015,filters.outcome,FilterSelect,filters.outcome,Source control for filters.outcome; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""outcome"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3316
FRM-032-C016,filters.mediaStatus,FilterSelect,filters.mediaStatus,Source control for filters.mediaStatus; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""mediaStatus"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3336
FRM-032-C017,Reason,FilterInput,filters.reason,Source control for Reason; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""reason"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3353
FRM-032-C018,Current,FilterInput,filters.currentReading,Source control for Current; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""currentReading"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3367
FRM-032-C019,Prev,FilterInput,filters.previousReading,Source control for Prev; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""previousReading"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3383
FRM-032-C020,Use,FilterInput,filters.consumption,Source control for Use; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""consumption"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3399
FRM-032-C021,filters.meterType,FilterSelect,filters.meterType,Source control for filters.meterType; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""meterType"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3413
FRM-032-C022,Kind,FilterInput,filters.meterKind,Source control for Kind; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""meterKind"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3430
FRM-032-C023,Phase,FilterInput,filters.meterPhase,Source control for Phase; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""meterPhase"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3444
FRM-032-C024,ERF,FilterInput,filters.erfNo,Source control for ERF; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""erfNo"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3458
FRM-032-C025,Address / ID,FilterInput,filters.premiseAddress,Source control for Address / ID; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""premiseAddress"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3472
FRM-032-C026,No,FilterInput,filters.wardNo,Source control for No; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""wardNo"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3488
FRM-032-C027,filters.geofence,FilterSelect,filters.geofence,Source control for filters.geofence; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""geofence"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3502
FRM-032-C028,User,FilterInput,filters.capturedBy,Source control for User; interpret in the business definitions and its enclosing section.,FilterInput,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) => updateFilter(""capturedBy"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3522
FRM-032-C029,filters.billingReadiness,FilterSelect,filters.billingReadiness,Source control for filters.billingReadiness; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""billingReadiness"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3536
FRM-032-C030,filters.reviewStatus,FilterSelect,filters.reviewStatus,Source control for filters.reviewStatus; interpret in the business definitions and its enclosing section.,FilterSelect,conditional branch: !isRegistryOpening && mreadRows.length > 0,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,"(value) =>
                          updateFilter(""reviewStatus"", value)",UI binding shown; persisted path must be verified against payload builder,FS-176,ireps-web/src/pages/registries/MreadRegistryPage.jsx,3558
FRM-032-C031,pageSize,select,pageSize,Source control for pageSize; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,No direct prop captured,(event) => onPageSizeChange(Number(event.target.value)),UI binding shown; persisted path must be verified against payload builder,FS-177,ireps-web/src/pages/registries/MreadStagingPage.jsx,1816
FRM-032-C032,effectiveSelectedWardPcode,select,effectiveSelectedWardPcode,Source control for effectiveSelectedWardPcode; interpret in the business definitions and its enclosing section.,select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,!activeLmPcode || wardsLoading || wardRows.length === 0,handleWardChange,UI binding shown; persisted path must be verified against payload builder,FS-177,ireps-web/src/pages/registries/MreadStagingPage.jsx,2171
FRM-032-C033,"hasWardSelection ? selectedSessionIdEffective : """"",select,"hasWardSelection ? selectedSessionIdEffective : """"","Source control for hasWardSelection ? selectedSessionIdEffective : """"; interpret in the business definitions and its enclosing section.",select,No direct enclosing conditional captured; check caller and route prerequisites.,Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,"!hasWardSelection ||
                    sessionsLoading ||
                    sessions.length === 0",handleSessionChange,UI binding shown; persisted path must be verified against payload builder,FS-177,ireps-web/src/pages/registries/MreadStagingPage.jsx,2225
FRM-032-C034,column.placeholder || column.header,input,"tableFilters[column.key] || """"",Source control for column.placeholder || column.header; interpret in the business definitions and its enclosing section.,input,"conditional branch: !rowsOpening; conditional branch: column.filterType === ""text""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,!canLoadRows || rowsQuery.isLoading,handleTableFilterChange(column.key),UI binding shown; persisted path must be verified against payload builder,FS-177,ireps-web/src/pages/registries/MreadStagingPage.jsx,2381
FRM-032-C035,"tableFilters[column.key] || ""ALL""",select,"tableFilters[column.key] || ""ALL""","Source control for tableFilters[column.key] || ""ALL""; interpret in the business definitions and its enclosing section.",select,"conditional branch: !rowsOpening; conditional branch: column.filterType === ""select""",Not established by control prop alone,See schema / owning shared component,Not resolved by matching this control to a local schema key; review source validator and backend.,Inherited binding shown; default not established by this extraction,!canLoadRows || rowsQuery.isLoading,handleTableFilterChange(column.key),UI binding shown; persisted path must be verified against payload builder,FS-177,ireps-web/src/pages/registries/MreadStagingPage.jsx,2391
